,nameWithOwner,url,stargazers,releases,age
348,weibocom/motan,https://github.com/weibocom/motan,5723,16,5
349,prolificinteractive/material-calendarview,https://github.com/prolificinteractive/material-calendarview,5719,22,6
350,Devlight/InfiniteCycleViewPager,https://github.com/Devlight/InfiniteCycleViewPager,5697,2,5
351,google/error-prone,https://github.com/google/error-prone,5689,15,7
352,real-logic/aeron,https://github.com/real-logic/aeron,5673,77,7
353,daimajia/AndroidImageSlider,https://github.com/daimajia/AndroidImageSlider,5644,5,7
354,nhaarman/ListViewAnimations,https://github.com/nhaarman/ListViewAnimations,5642,14,8
355,sohutv/cachecloud,https://github.com/sohutv/cachecloud,5639,5,5
356,Tencent/Shadow,https://github.com/Tencent/Shadow,5624,2,2
357,JakeWharton/DiskLruCache,https://github.com/JakeWharton/DiskLruCache,5619,0,9
358,react-native-svg/react-native-svg,https://github.com/react-native-svg/react-native-svg,5611,75,5
359,wasabeef/richeditor-android,https://github.com/wasabeef/richeditor-android,5610,0,6
360,sshahine/JFoenix,https://github.com/sshahine/JFoenix,5607,0,6
361,apache/tomcat,https://github.com/apache/tomcat,5579,0,9
362,ximsfei/Android-skin-support,https://github.com/ximsfei/Android-skin-support,5578,0,4
363,febsteam/FEBS-Shiro,https://github.com/febsteam/FEBS-Shiro,5569,0,3
364,amlcurran/ShowcaseView,https://github.com/amlcurran/ShowcaseView,5562,13,9
365,joelittlejohn/jsonschema2pojo,https://github.com/joelittlejohn/jsonschema2pojo,5555,58,8
366,lets-blade/blade,https://github.com/lets-blade/blade,5550,9,6
367,hongyangAndroid/FlowLayout,https://github.com/hongyangAndroid/FlowLayout,5524,0,6
368,metersphere/metersphere,https://github.com/metersphere/metersphere,5519,95,1
369,dmytrodanylyk/circular-progress-button,https://github.com/dmytrodanylyk/circular-progress-button,5517,0,7
370,apache/jmeter,https://github.com/apache/jmeter,5516,0,11
371,emilsjolander/StickyListHeaders,https://github.com/emilsjolander/StickyListHeaders,5514,16,9
372,rabbitmq/rabbitmq-tutorials,https://github.com/rabbitmq/rabbitmq-tutorials,5506,0,10
373,yarolegovich/DiscreteScrollView,https://github.com/yarolegovich/DiscreteScrollView,5505,2,4
374,alibaba/COLA,https://github.com/alibaba/COLA,5505,3,3
375,k0shk0sh/FastHub,https://github.com/k0shk0sh/FastHub,5501,63,4
376,rest-assured/rest-assured,https://github.com/rest-assured/rest-assured,5497,0,10
377,liyifeng1994/ssm,https://github.com/liyifeng1994/ssm,5495,0,5
378,knightliao/disconf,https://github.com/knightliao/disconf,5476,12,7
379,alibaba/freeline,https://github.com/alibaba/freeline,5474,22,5
380,facebookarchive/rebound,https://github.com/facebookarchive/rebound,5472,10,7
381,jpush/aurora-imui,https://github.com/jpush/aurora-imui,5469,42,4
382,sockeqwe/mosby,https://github.com/sockeqwe/mosby,5455,15,6
383,mrniko/netty-socketio,https://github.com/mrniko/netty-socketio,5447,3,9
384,dm77/barcodescanner,https://github.com/dm77/barcodescanner,5408,6,7
385,jgilfelt/SystemBarTint,https://github.com/jgilfelt/SystemBarTint,5402,3,7
386,apache/zeppelin,https://github.com/apache/zeppelin,5389,0,6
387,evant/gradle-retrolambda,https://github.com/evant/gradle-retrolambda,5383,37,8
388,lightbend/config,https://github.com/lightbend/config,5382,0,9
389,evernote/android-job,https://github.com/evernote/android-job,5374,31,6
390,wxiaoqi/Spring-Cloud-Platform,https://github.com/wxiaoqi/Spring-Cloud-Platform,5345,3,4
391,haifengl/smile,https://github.com/haifengl/smile,5338,22,6
392,languagetool-org/languagetool,https://github.com/languagetool-org/languagetool,5334,0,8
393,bytedeco/javacv,https://github.com/bytedeco/javacv,5333,7,7
394,debezium/debezium,https://github.com/debezium/debezium,5330,0,5
395,springfox/springfox,https://github.com/springfox/springfox,5330,12,9
396,robolectric/robolectric,https://github.com/robolectric/robolectric,5316,75,11
397,google/grafika,https://github.com/google/grafika,5313,1,7
398,amitshekhariitbhu/Fast-Android-Networking,https://github.com/amitshekhariitbhu/Fast-Android-Networking,5294,8,5
399,lucasr/twoway-view,https://github.com/lucasr/twoway-view,5273,0,8
400,JZ-Darkal/AndroidHttpCapture,https://github.com/JZ-Darkal/AndroidHttpCapture,3732,1,4
401,yanzhenjie/NoHttp,https://github.com/yanzhenjie/NoHttp,3720,0,6
402,rstudio/rstudio,https://github.com/rstudio/rstudio,3718,0,10
403,opensearch-project/OpenSearch,https://github.com/opensearch-project/OpenSearch,3716,5,0
404,microsoft/malmo,https://github.com/microsoft/malmo,3708,21,5
405,Genymobile/gnirehtet,https://github.com/Genymobile/gnirehtet,3692,11,4
406,zzhoujay/RichText,https://github.com/zzhoujay/RichText,3689,0,6
407,databricks/learning-spark,https://github.com/databricks/learning-spark,3681,0,7
408,lzyzsd/CircleProgress,https://github.com/lzyzsd/CircleProgress,3675,0,6
409,bisq-network/bisq,https://github.com/bisq-network/bisq,3664,113,7
410,hussien89aa/AndroidTutorialForBeginners,https://github.com/hussien89aa/AndroidTutorialForBeginners,3663,0,4
411,android/views-widgets-samples,https://github.com/android/views-widgets-samples,3657,0,2
412,yangfuhai/ASimpleCache,https://github.com/yangfuhai/ASimpleCache,3635,0,8
413,eirslett/frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,3631,0,8
414,pqpo/SmartCropper,https://github.com/pqpo/SmartCropper,3629,13,4
415,vespa-engine/vespa,https://github.com/vespa-engine/vespa,3623,0,5
416,powermock/powermock,https://github.com/powermock/powermock,3619,16,7
417,ryanhoo/StylishMusicPlayer,https://github.com/ryanhoo/StylishMusicPlayer,3618,0,4
418,react-native-webrtc/react-native-webrtc,https://github.com/react-native-webrtc/react-native-webrtc,3616,37,5
419,willowtreeapps/spruce-android,https://github.com/willowtreeapps/spruce-android,3612,3,4
420,aws/aws-sdk-java,https://github.com/aws/aws-sdk-java,3605,0,11
421,meefik/linuxdeploy,https://github.com/meefik/linuxdeploy,3594,37,9
422,johncarl81/parceler,https://github.com/johncarl81/parceler,3593,0,8
423,binIoter/GuideView,https://github.com/binIoter/GuideView,3577,0,5
424,sunfusheng/MarqueeView,https://github.com/sunfusheng/MarqueeView,3569,0,5
425,dongjunkun/DropDownMenu,https://github.com/dongjunkun/DropDownMenu,3563,2,6
426,apache/incubator-heron,https://github.com/apache/incubator-heron,3560,55,5
427,tyrantgit/ExplosionField,https://github.com/tyrantgit/ExplosionField,3559,0,5
428,luontola/retrolambda,https://github.com/luontola/retrolambda,3552,0,8
429,mercyblitz/tech-weekly,https://github.com/mercyblitz/tech-weekly,3545,0,2
430,lsjwzh/RecyclerViewPager,https://github.com/lsjwzh/RecyclerViewPager,3543,10,6
431,cabaletta/baritone,https://github.com/cabaletta/baritone,3537,56,3
432,tuguangquan/mybatis,https://github.com/tuguangquan/mybatis,3536,0,6
433,kikoso/android-stackblur,https://github.com/kikoso/android-stackblur,3530,0,8
434,linkedin/datahub,https://github.com/linkedin/datahub,3523,28,5
435,Netflix/conductor,https://github.com/Netflix/conductor,3523,259,4
436,xcc3641/SeeWeather,https://github.com/xcc3641/SeeWeather,3487,2,5
437,openhab/openhab1-addons,https://github.com/openhab/openhab1-addons,3479,14,7
438,JakeWharton/ThreeTenABP,https://github.com/JakeWharton/ThreeTenABP,3476,0,6
439,querydsl/querydsl,https://github.com/querydsl/querydsl,3470,34,10
440,CameraKit/blurkit-android,https://github.com/CameraKit/blurkit-android,3462,3,4
441,andremion/Music-Player,https://github.com/andremion/Music-Player,3456,2,5
442,davideas/FlexibleAdapter,https://github.com/davideas/FlexibleAdapter,3455,30,6
443,TeamAmaze/AmazeFileManager,https://github.com/TeamAmaze/AmazeFileManager,3450,52,7
444,jitsi/jitsi,https://github.com/jitsi/jitsi,3449,7,8
445,dropbox/hackpad,https://github.com/dropbox/hackpad,3448,0,6
446,bilibili/MagicaSakura,https://github.com/bilibili/MagicaSakura,3447,3,5
447,failsafe-lib/failsafe,https://github.com/failsafe-lib/failsafe,3443,0,6
448,guolindev/giffun,https://github.com/guolindev/giffun,3438,0,2
449,avast/android-butterknife-zelezny,https://github.com/avast/android-butterknife-zelezny,3434,8,7
450,sofastack/sofa-rpc,https://github.com/sofastack/sofa-rpc,3411,39,3
451,yigit/android-priority-jobqueue,https://github.com/yigit/android-priority-jobqueue,3407,0,7
452,google/rejoiner,https://github.com/google/rejoiner,3401,3,3
453,xuexiangjys/XUI,https://github.com/xuexiangjys/XUI,3400,20,2
454,crossoverJie/SSM,https://github.com/crossoverJie/SSM,3381,10,5
455,linyiqun/DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,3374,0,6
456,ivacf/archi,https://github.com/ivacf/archi,3373,0,6
457,Exrick/xboot,https://github.com/Exrick/xboot,3372,6,3
458,rovo89/XposedInstaller,https://github.com/rovo89/XposedInstaller,3357,0,9
459,LWJGL/lwjgl3,https://github.com/LWJGL/lwjgl3,3355,14,8
460,mock-server/mockserver,https://github.com/mock-server/mockserver,3353,0,8
461,WVector/AppUpdate,https://github.com/WVector/AppUpdate,3345,3,4
462,mcxtzhang/SwipeDelMenuLayout,https://github.com/mcxtzhang/SwipeDelMenuLayout,3342,2,5
463,alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,3328,4,6
464,ethanhua/Skeleton,https://github.com/ethanhua/Skeleton,3317,0,4
465,graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,3316,33,9
466,actorapp/actor-platform,https://github.com/actorapp/actor-platform,3314,97,6
467,j-easy/easy-rules,https://github.com/j-easy/easy-rules,3314,10,8
468,abel533/MyBatis-Spring-Boot,https://github.com/abel533/MyBatis-Spring-Boot,3310,0,5
469,web3j/web3j,https://github.com/web3j/web3j,3302,90,5
470,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,3302,19,9
471,googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,3298,22,8
472,line/armeria,https://github.com/line/armeria,3276,190,5
473,code4craft/netty-learning,https://github.com/code4craft/netty-learning,3272,0,7
474,jboss-javassist/javassist,https://github.com/jboss-javassist/javassist,3271,18,8
475,sherxon/AlgoDS,https://github.com/sherxon/AlgoDS,3265,0,4
476,iammert/ScalingLayout,https://github.com/iammert/ScalingLayout,3265,4,3
477,linkedin/databus,https://github.com/linkedin/databus,3263,0,8
478,rubensousa/PreviewSeekBar,https://github.com/rubensousa/PreviewSeekBar,3256,7,4
479,liuyubobobo/Play-with-Algorithms,https://github.com/liuyubobobo/Play-with-Algorithms,3251,0,5
480,tangqi92/Android-Tips,https://github.com/tangqi92/Android-Tips,3243,0,6
481,bluelinelabs/LoganSquare,https://github.com/bluelinelabs/LoganSquare,3242,0,6
482,ittianyu/BottomNavigationViewEx,https://github.com/ittianyu/BottomNavigationViewEx,3225,19,4
483,ragunathjawahar/android-saripaar,https://github.com/ragunathjawahar/android-saripaar,3221,3,9
484,java-aodeng/hope-boot,https://github.com/java-aodeng/hope-boot,3221,2,2
485,hmkcode/Android,https://github.com/hmkcode/Android,3220,0,8
486,bilibili/boxing,https://github.com/bilibili/boxing,3210,1,4
487,traccar/traccar,https://github.com/traccar/traccar,3201,34,9
488,JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,3200,26,10
489,chrisbanes/ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,3198,0,8
490,eclipse/jetty.project,https://github.com/eclipse/jetty.project,3196,31,10
491,Javen205/IJPay,https://github.com/Javen205/IJPay,3191,23,4
492,yangfuhai/afinal,https://github.com/yangfuhai/afinal,3188,0,8
493,daimajia/AndroidViewHover,https://github.com/daimajia/AndroidViewHover,3180,4,7
494,uber/AutoDispose,https://github.com/uber/AutoDispose,3174,2,4
495,zzz40500/GsonFormat,https://github.com/zzz40500/GsonFormat,3171,4,6
496,crate/crate,https://github.com/crate/crate,3171,32,8
497,spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,3168,0,4
498,apache/kylin,https://github.com/apache/kylin,3156,0,6
499,vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,3153,0,6
500,OpenTSDB/opentsdb,https://github.com/OpenTSDB/opentsdb,4498,26,11
501,zhanghai/Douya,https://github.com/zhanghai/Douya,4498,11,5
502,vavr-io/vavr,https://github.com/vavr-io/vavr,4494,17,7
503,romandanylyk/PageIndicatorView,https://github.com/romandanylyk/PageIndicatorView,4490,14,5
504,theonedev/onedev,https://github.com/theonedev/onedev,4487,63,2
505,confluentinc/ksql,https://github.com/confluentinc/ksql,4484,8,4
506,frohoff/ysoserial,https://github.com/frohoff/ysoserial,4482,0,6
507,jgilfelt/chuck,https://github.com/jgilfelt/chuck,4472,5,4
508,nisrulz/android-tips-tricks,https://github.com/nisrulz/android-tips-tricks,4469,0,5
509,spring-projects/spring-security-oauth,https://github.com/spring-projects/spring-security-oauth,4455,0,10
510,plantuml/plantuml,https://github.com/plantuml/plantuml,4455,0,10
511,pili-engineering/PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,4448,38,6
512,spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,4444,2,7
513,gephi/gephi,https://github.com/gephi/gephi,4443,12,9
514,square/android-times-square,https://github.com/square/android-times-square,4443,0,8
515,techGay/v9porn,https://github.com/techGay/v9porn,4436,9,3
516,HotBitmapGG/bilibili-android-client,https://github.com/HotBitmapGG/bilibili-android-client,4412,1,5
517,alibaba/dexposed,https://github.com/alibaba/dexposed,4400,0,6
518,hustcc/JS-Sorting-Algorithm,https://github.com/hustcc/JS-Sorting-Algorithm,4397,0,4
519,castorflex/SmoothProgressBar,https://github.com/castorflex/SmoothProgressBar,4390,9,7
520,auth0/java-jwt,https://github.com/auth0/java-jwt,4384,29,7
521,flowable/flowable-engine,https://github.com/flowable/flowable-engine,4384,18,4
522,lingochamp/okdownload,https://github.com/lingochamp/okdownload,4375,8,3
523,jankotek/mapdb,https://github.com/jankotek/mapdb,4371,0,9
524,mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,4360,0,8
525,sofastack/sofa-boot,https://github.com/sofastack/sofa-boot,4354,45,3
526,orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,4345,169,8
527,MindorksOpenSource/android-mvp-architecture,https://github.com/MindorksOpenSource/android-mvp-architecture,4340,0,4
528,alibaba/transmittable-thread-local,https://github.com/alibaba/transmittable-thread-local,4316,43,7
529,981011512/--,https://github.com/981011512/--,4313,0,1
530,baidu/uid-generator,https://github.com/baidu/uid-generator,4310,0,4
531,puniverse/quasar,https://github.com/puniverse/quasar,4309,18,8
532,ElderDrivers/EdXposed,https://github.com/ElderDrivers/EdXposed,4292,27,2
533,firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,4287,63,6
534,mapstruct/mapstruct,https://github.com/mapstruct/mapstruct,4286,20,9
535,Ashok-Varma/BottomNavigation,https://github.com/Ashok-Varma/BottomNavigation,4279,16,5
536,aporter/coursera-android,https://github.com/aporter/coursera-android,4277,0,7
537,apache/groovy,https://github.com/apache/groovy,4268,0,6
538,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair,4266,29,4
539,Jasonchenlijian/FastBle,https://github.com/Jasonchenlijian/FastBle,4266,8,5
540,alipay/SoloPi,https://github.com/alipay/SoloPi,4258,6,2
541,bingoogolapple/BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,4244,4,6
542,Tencent/GT,https://github.com/Tencent/GT,4225,3,5
543,jeasonlzy/ImagePicker,https://github.com/jeasonlzy/ImagePicker,4217,5,5
544,apache/hbase,https://github.com/apache/hbase,4192,11,7
545,deathmarine/Luyten,https://github.com/deathmarine/Luyten,4191,17,8
546,awsdocs/aws-doc-sdk-examples,https://github.com/awsdocs/aws-doc-sdk-examples,4180,0,5
547,roncoo/roncoo-pay,https://github.com/roncoo/roncoo-pay,4177,0,5
548,spring-projects/spring-data-examples,https://github.com/spring-projects/spring-data-examples,4176,0,7
549,JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,4169,19,4
550,reactive-streams/reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,4158,0,7
551,yasserg/crawler4j,https://github.com/yasserg/crawler4j,4158,3,9
552,cglib/cglib,https://github.com/cglib/cglib,4151,15,7
553,grantland/android-autofittextview,https://github.com/grantland/android-autofittextview,4150,1,10
554,robinhood/ticker,https://github.com/robinhood/ticker,4143,9,5
555,microg/GmsCore,https://github.com/microg/GmsCore,4142,24,7
556,lettuce-io/lettuce-core,https://github.com/lettuce-io/lettuce-core,4142,93,7
557,2227324689/gpmall,https://github.com/2227324689/gpmall,4142,0,2
558,awangdev/LintCode,https://github.com/awangdev/LintCode,4137,0,6
559,pedrovgs/AndroidWiFiADB,https://github.com/pedrovgs/AndroidWiFiADB,4132,8,5
560,hugeterry/CoordinatorTabLayout,https://github.com/hugeterry/CoordinatorTabLayout,4115,0,4
561,Jacksgong/JKeyboardPanelSwitch,https://github.com/Jacksgong/JKeyboardPanelSwitch,4111,14,6
562,google/google-java-format,https://github.com/google/google-java-format,4110,13,6
563,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android,4092,950,8
564,javagrowing/JGrowing,https://github.com/javagrowing/JGrowing,4086,0,2
565,hansonwang99/Spring-Boot-In-Action,https://github.com/hansonwang99/Spring-Boot-In-Action,4080,0,2
566,ChadCSong/ShineButton,https://github.com/ChadCSong/ShineButton,4068,2,5
567,Meituan-Dianping/Robust,https://github.com/Meituan-Dianping/Robust,4065,13,4
568,baoyachi/StepView,https://github.com/baoyachi/StepView,4063,13,5
569,macrozheng/springcloud-learning,https://github.com/macrozheng/springcloud-learning,4060,0,2
570,CellularPrivacy/Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,4058,48,7
571,bitcoinj/bitcoinj,https://github.com/bitcoinj/bitcoinj,4056,1,7
572,youtube/api-samples,https://github.com/youtube/api-samples,4055,0,7
573,airbnb/DeepLinkDispatch,https://github.com/airbnb/DeepLinkDispatch,4053,17,6
574,Netflix/ribbon,https://github.com/Netflix/ribbon,4052,41,8
575,Yalantis/Phoenix,https://github.com/Yalantis/Phoenix,4048,1,6
576,rubensousa/ViewPagerCards,https://github.com/rubensousa/ViewPagerCards,4041,0,5
577,trinodb/trino,https://github.com/trinodb/trino,4036,0,2
578,bingoogolapple/BGABanner-Android,https://github.com/bingoogolapple/BGABanner-Android,4034,0,6
579,alibaba/Tangram-Android,https://github.com/alibaba/Tangram-Android,4033,38,4
580,makovkastar/FloatingActionButton,https://github.com/makovkastar/FloatingActionButton,4032,0,7
581,codingapi/tx-lcn,https://github.com/codingapi/tx-lcn,4027,14,3
582,natario1/CameraView,https://github.com/natario1/CameraView,4018,41,4
583,dinuscxj/LoadingDrawable,https://github.com/dinuscxj/LoadingDrawable,4000,0,5
584,cjlin1/libsvm,https://github.com/cjlin1/libsvm,3994,0,8
585,Exrick/xpay,https://github.com/Exrick/xpay,3988,0,3
586,zhanglei-workspace/shopping-management-system,https://github.com/zhanglei-workspace/shopping-management-system,3977,0,5
587,getActivity/AndroidProject,https://github.com/getActivity/AndroidProject,3977,15,2
588,rengwuxian/RxJavaSamples,https://github.com/rengwuxian/RxJavaSamples,3972,3,5
589,apache/ignite,https://github.com/apache/ignite,3968,0,6
590,BoltsFramework/Bolts-Android,https://github.com/BoltsFramework/Bolts-Android,3967,11,7
591,ongakuer/CircleIndicator,https://github.com/ongakuer/CircleIndicator,3964,7,7
592,qstumn/BadgeView,https://github.com/qstumn/BadgeView,3960,5,4
593,ThirtyDegreesRay/OpenHub,https://github.com/ThirtyDegreesRay/OpenHub,3958,31,4
594,alibaba/jstorm,https://github.com/alibaba/jstorm,3954,22,8
595,zuihou/lamp-cloud,https://github.com/zuihou/lamp-cloud,3951,0,3
596,airbytehq/airbyte,https://github.com/airbytehq/airbyte,3949,76,1
597,CodingDocs/springboot-guide,https://github.com/CodingDocs/springboot-guide,3946,0,2
598,JoanZapata/android-iconify,https://github.com/JoanZapata/android-iconify,3924,0,8
599,stleary/JSON-java,https://github.com/stleary/JSON-java,3908,13,10
600,Teevity/ice,https://github.com/Teevity/ice,2772,3,8
601,google/binnavi,https://github.com/google/binnavi,2766,3,6
602,airbnb/airpal,https://github.com/airbnb/airpal,2760,0,7
603,bin456789/Unblock163MusicClient-Xposed,https://github.com/bin456789/Unblock163MusicClient-Xposed,2759,13,5
604,googlearchive/android-Camera2Basic,https://github.com/googlearchive/android-Camera2Basic,2755,0,7
605,liquibase/liquibase,https://github.com/liquibase/liquibase,2754,59,10
606,Yalantis/GuillotineMenu-Android,https://github.com/Yalantis/GuillotineMenu-Android,2745,2,6
607,north2016/T-MVP,https://github.com/north2016/T-MVP,2745,0,5
608,RobotiumTech/robotium,https://github.com/RobotiumTech/robotium,2741,0,11
609,eclipse-openj9/openj9,https://github.com/eclipse-openj9/openj9,2738,26,4
610,apache/maven,https://github.com/apache/maven,2735,0,12
611,Nightonke/CoCoin,https://github.com/Nightonke/CoCoin,2734,0,5
612,googlesamples/google-services,https://github.com/googlesamples/google-services,2730,0,6
613,TangoAgency/material-intro-screen,https://github.com/TangoAgency/material-intro-screen,2722,4,4
614,wenmingvs/AndroidProcess,https://github.com/wenmingvs/AndroidProcess,2720,0,5
615,Mojang/brigadier,https://github.com/Mojang/brigadier,2718,3,6
616,PhilippC/keepass2android,https://github.com/PhilippC/keepass2android,2718,16,3
617,code-troopers/android-betterpickers,https://github.com/code-troopers/android-betterpickers,2718,16,8
618,fengjundev/Android-Skin-Loader,https://github.com/fengjundev/Android-Skin-Loader,2712,0,6
619,pedrovgs/Algorithms,https://github.com/pedrovgs/Algorithms,2708,0,6
620,saulmm/CoordinatorBehaviorExample,https://github.com/saulmm/CoordinatorBehaviorExample,2708,0,6
621,harjot-oberai/MusicDNA,https://github.com/harjot-oberai/MusicDNA,2707,2,5
622,oguzbilgener/CircularFloatingActionMenu,https://github.com/oguzbilgener/CircularFloatingActionMenu,2706,0,7
623,oshi/oshi,https://github.com/oshi/oshi,2704,119,9
624,AbrahamCaiJin/CommonUtilLibrary,https://github.com/AbrahamCaiJin/CommonUtilLibrary,2702,0,4
625,awaitility/awaitility,https://github.com/awaitility/awaitility,2700,0,11
626,jfeinstein10/JazzyViewPager,https://github.com/jfeinstein10/JazzyViewPager,2693,0,8
627,lizhangqu/CoreLink,https://github.com/lizhangqu/CoreLink,2693,0,6
628,sockeqwe/AdapterDelegates,https://github.com/sockeqwe/AdapterDelegates,2692,16,6
629,jMonkeyEngine/jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine,2688,38,7
630,mmin18/RealtimeBlurView,https://github.com/mmin18/RealtimeBlurView,2683,0,4
631,JohnPersano/SuperToasts,https://github.com/JohnPersano/SuperToasts,2676,5,8
632,flavioarfaria/KenBurnsView,https://github.com/flavioarfaria/KenBurnsView,2676,4,7
633,spring-projects/spring-authorization-server,https://github.com/spring-projects/spring-authorization-server,2668,7,1
634,Hitomis/transferee,https://github.com/Hitomis/transferee,2660,8,4
635,Malinskiy/SuperRecyclerView,https://github.com/Malinskiy/SuperRecyclerView,2658,7,6
636,Todd-Davies/ProgressWheel,https://github.com/Todd-Davies/ProgressWheel,2652,3,9
637,qii/weiciyuan,https://github.com/qii/weiciyuan,2650,0,9
638,brianway/springmvc-mybatis-learning,https://github.com/brianway/springmvc-mybatis-learning,2650,0,5
639,google/hover,https://github.com/google/hover,2647,0,5
640,aritraroy/PatternLockView,https://github.com/aritraroy/PatternLockView,2646,0,4
641,lbryio/lbry-android,https://github.com/lbryio/lbry-android,2644,84,4
642,chennaione/sugar,https://github.com/chennaione/sugar,2639,6,10
643,supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,2639,0,1
644,halirutan/IntelliJ-Key-Promoter-X,https://github.com/halirutan/IntelliJ-Key-Promoter-X,2632,16,4
645,SimonVT/android-menudrawer,https://github.com/SimonVT/android-menudrawer,2629,0,9
646,phodal/migration,https://github.com/phodal/migration,2629,0,1
647,beworker/pinned-section-listview,https://github.com/beworker/pinned-section-listview,2627,5,8
648,jjoe64/GraphView,https://github.com/jjoe64/GraphView,2624,1,10
649,EverythingMe/overscroll-decor,https://github.com/EverythingMe/overscroll-decor,2622,0,5
650,arcadefire/nice-spinner,https://github.com/arcadefire/nice-spinner,2621,18,6
651,liangfeidotme/MasteringAndroidDataBinding,https://github.com/liangfeidotme/MasteringAndroidDataBinding,2620,0,6
652,siyamed/android-shape-imageview,https://github.com/siyamed/android-shape-imageview,2617,2,7
653,nisrulz/sensey,https://github.com/nisrulz/sensey,2617,13,5
654,Pay-Group/best-pay-sdk,https://github.com/Pay-Group/best-pay-sdk,2613,3,4
655,jackpal/Android-Terminal-Emulator,https://github.com/jackpal/Android-Terminal-Emulator,2612,0,11
656,201206030/fiction_house,https://github.com/201206030/fiction_house,2605,5,1
657,r0adkll/Slidr,https://github.com/r0adkll/Slidr,2603,5,7
658,cyrilmottier/GreenDroid,https://github.com/cyrilmottier/GreenDroid,2601,0,11
659,pushtorefresh/storio,https://github.com/pushtorefresh/storio,2600,30,7
660,googlearchive/android-ConstraintLayoutExamples,https://github.com/googlearchive/android-ConstraintLayoutExamples,2600,1,4
661,simple-android-framework/android_design_patterns_analysis,https://github.com/simple-android-framework/android_design_patterns_analysis,2596,0,6
662,florent37/DiagonalLayout,https://github.com/florent37/DiagonalLayout,2595,0,4
663,GeyserMC/Geyser,https://github.com/GeyserMC/Geyser,2590,0,2
664,huazhiyuan2008/RecyclerViewCardGallery,https://github.com/huazhiyuan2008/RecyclerViewCardGallery,2590,0,5
665,spring-projects/spring-loaded,https://github.com/spring-projects/spring-loaded,2588,0,8
666,ldoublem/LoadingView,https://github.com/ldoublem/LoadingView,2588,0,5
667,yangchong211/LifeHelper,https://github.com/yangchong211/LifeHelper,2576,0,3
668,ata4/disunity,https://github.com/ata4/disunity,2575,15,8
669,spotify/docker-maven-plugin,https://github.com/spotify/docker-maven-plugin,2574,0,7
670,Twitter4J/Twitter4J,https://github.com/Twitter4J/Twitter4J,2574,1,12
671,brianway/webporter,https://github.com/brianway/webporter,2561,1,4
672,rubenlagus/TelegramBots,https://github.com/rubenlagus/TelegramBots,2559,67,5
673,jaydenxiao2016/AndroidFire,https://github.com/jaydenxiao2016/AndroidFire,2559,0,4
674,dlew/joda-time-android,https://github.com/dlew/joda-time-android,2558,29,7
675,esoxjem/MovieGuide,https://github.com/esoxjem/MovieGuide,2554,0,5
676,yingLanNull/ShadowImageView,https://github.com/yingLanNull/ShadowImageView,2551,0,4
677,facebookarchive/device-year-class,https://github.com/facebookarchive/device-year-class,2547,2,6
678,LuckyJayce/ViewPagerIndicator,https://github.com/LuckyJayce/ViewPagerIndicator,2544,16,6
679,CJT2325/CameraView,https://github.com/CJT2325/CameraView,2543,2,4
680,bitcoin-wallet/bitcoin-wallet,https://github.com/bitcoin-wallet/bitcoin-wallet,2541,18,9
681,KeepSafe/ReLinker,https://github.com/KeepSafe/ReLinker,2538,12,5
682,ngbdf/redis-manager,https://github.com/ngbdf/redis-manager,2537,13,3
683,bm-x/PhotoView,https://github.com/bm-x/PhotoView,2532,0,6
684,ikarus23/MifareClassicTool,https://github.com/ikarus23/MifareClassicTool,2531,0,8
685,aistrate/AlgorithmsSedgewick,https://github.com/aistrate/AlgorithmsSedgewick,2521,0,9
686,ddd-by-examples/library,https://github.com/ddd-by-examples/library,2520,0,2
687,Cleveroad/SlidingTutorial-Android,https://github.com/Cleveroad/SlidingTutorial-Android,2519,0,5
688,mxn21/FlowingDrawer,https://github.com/mxn21/FlowingDrawer,2519,0,6
689,katzer/cordova-plugin-local-notifications,https://github.com/katzer/cordova-plugin-local-notifications,2517,0,8
