,nameWithOwner,url,stargazers,releases,age
348,wxiaoqi/Spring-Cloud-Platform,https://github.com/wxiaoqi/Spring-Cloud-Platform,5343,3,4
349,haifengl/smile,https://github.com/haifengl/smile,5336,22,6
350,springfox/springfox,https://github.com/springfox/springfox,5323,12,9
351,languagetool-org/languagetool,https://github.com/languagetool-org/languagetool,5320,0,8
352,robolectric/robolectric,https://github.com/robolectric/robolectric,5314,75,11
353,google/grafika,https://github.com/google/grafika,5309,1,7
354,debezium/debezium,https://github.com/debezium/debezium,5304,0,5
355,amitshekhariitbhu/Fast-Android-Networking,https://github.com/amitshekhariitbhu/Fast-Android-Networking,5292,8,5
356,lucasr/twoway-view,https://github.com/lucasr/twoway-view,5272,0,8
357,XRecyclerView/XRecyclerView,https://github.com/XRecyclerView/XRecyclerView,5262,0,5
358,hanks-zyh/HTextView,https://github.com/hanks-zyh/HTextView,5256,0,5
359,MindorksOpenSource/from-java-to-kotlin,https://github.com/MindorksOpenSource/from-java-to-kotlin,5248,0,4
360,yixia/VitamioBundle,https://github.com/yixia/VitamioBundle,5233,0,8
361,commonsguy/cw-omnibus,https://github.com/commonsguy/cw-omnibus,5226,36,9
362,Alluxio/alluxio,https://github.com/Alluxio/alluxio,5217,48,8
363,square/otto,https://github.com/square/otto,5207,0,9
364,scribejava/scribejava,https://github.com/scribejava/scribejava,5206,7,11
365,testcontainers/testcontainers-java,https://github.com/testcontainers/testcontainers-java,5205,51,6
366,h2pl/Java-Tutorial,https://github.com/h2pl/Java-Tutorial,5204,0,3
367,pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,5196,1,7
368,changmingxie/tcc-transaction,https://github.com/changmingxie/tcc-transaction,5196,1,5
369,apache/incubator-shenyu,https://github.com/apache/incubator-shenyu,5180,3,3
370,apache/dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project,5178,13,3
371,Yalantis/Side-Menu.Android,https://github.com/Yalantis/Side-Menu.Android,5167,2,6
372,graphql-java/graphql-java,https://github.com/graphql-java/graphql-java,5166,38,6
373,intuit/karate,https://github.com/intuit/karate,5147,43,4
374,motianhuo/wechat,https://github.com/motianhuo/wechat,5138,0,6
375,thinkaurelius/titan,https://github.com/thinkaurelius/titan,5137,0,9
376,527515025/springBoot,https://github.com/527515025/springBoot,5132,0,4
377,yanzhenjie/SwipeRecyclerView,https://github.com/yanzhenjie/SwipeRecyclerView,5121,0,5
378,wuhaoyu1990/MagicCamera,https://github.com/wuhaoyu1990/MagicCamera,5103,0,5
379,xxv/android-lifecycle,https://github.com/xxv/android-lifecycle,5096,0,7
380,CameraKit/camerakit-android,https://github.com/CameraKit/camerakit-android,5096,17,4
381,JesusFreke/smali,https://github.com/JesusFreke/smali,5089,1,8
382,KeepSafe/TapTargetView,https://github.com/KeepSafe/TapTargetView,5069,23,4
383,spring-projects/spring-petclinic,https://github.com/spring-projects/spring-petclinic,5060,0,8
384,Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links,5058,0,5
385,frogermcs/InstaMaterial,https://github.com/frogermcs/InstaMaterial,5044,1,6
386,micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,5020,96,3
387,wasabeef/Blurry,https://github.com/wasabeef/Blurry,5001,0,6
388,wequick/Small,https://github.com/wequick/Small,4995,25,5
389,Trinea/android-common,https://github.com/Trinea/android-common,4991,1,9
390,careercup/ctci,https://github.com/careercup/ctci,4983,0,8
391,apache/beam,https://github.com/apache/beam,4973,14,5
392,TommyLemon/Android-ZBLibrary,https://github.com/TommyLemon/Android-ZBLibrary,4946,25,6
393,spring-projects/spring-mvc-showcase,https://github.com/spring-projects/spring-mvc-showcase,4943,0,10
394,amitshekhariitbhu/RxJava2-Android-Samples,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples,4940,0,5
395,YunaiV/onemall,https://github.com/YunaiV/onemall,4932,0,2
396,orhanobut/dialogplus,https://github.com/orhanobut/dialogplus,4928,9,6
397,MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,4900,0,9
398,Devlight/NavigationTabBar,https://github.com/Devlight/NavigationTabBar,4891,13,5
399,journeyapps/zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded,4882,6,8
400,frogermcs/InstaMaterial,https://github.com/frogermcs/InstaMaterial,5044,1,6
401,Karumi/Dexter,https://github.com/Karumi/Dexter,5032,33,5
402,alibaba/UltraViewPager,https://github.com/alibaba/UltraViewPager,5023,10,4
403,micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,5020,96,3
404,wasabeef/Blurry,https://github.com/wasabeef/Blurry,5001,0,6
405,wequick/Small,https://github.com/wequick/Small,4995,25,5
406,Trinea/android-common,https://github.com/Trinea/android-common,4991,1,9
407,careercup/ctci,https://github.com/careercup/ctci,4983,0,8
408,twowaits/SDE-Interview-Questions,https://github.com/twowaits/SDE-Interview-Questions,4982,1,3
409,apache/beam,https://github.com/apache/beam,4973,14,5
410,traex/RippleEffect,https://github.com/traex/RippleEffect,4964,0,6
411,TommyLemon/Android-ZBLibrary,https://github.com/TommyLemon/Android-ZBLibrary,4946,25,6
412,crazycodeboy/react-native-splash-screen,https://github.com/crazycodeboy/react-native-splash-screen,4944,11,4
413,spring-projects/spring-mvc-showcase,https://github.com/spring-projects/spring-mvc-showcase,4943,0,10
414,amitshekhariitbhu/RxJava2-Android-Samples,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples,4940,0,5
415,YunaiV/onemall,https://github.com/YunaiV/onemall,4932,0,2
416,orhanobut/dialogplus,https://github.com/orhanobut/dialogplus,4928,9,6
417,MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,4900,0,9
418,Devlight/NavigationTabBar,https://github.com/Devlight/NavigationTabBar,4891,13,5
419,journeyapps/zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded,4882,6,8
420,yipianfengye/android-zxingLibrary,https://github.com/yipianfengye/android-zxingLibrary,4875,0,5
421,Meituan-Dianping/Leaf,https://github.com/Meituan-Dianping/Leaf,4857,0,2
422,Ramotion/folding-cell-android,https://github.com/Ramotion/folding-cell-android,4845,0,5
423,andkulikov/Transitions-Everywhere,https://github.com/andkulikov/Transitions-Everywhere,4839,23,6
424,claritylab/lucida,https://github.com/claritylab/lucida,4836,0,7
425,ZXZxin/ZXBlog,https://github.com/ZXZxin/ZXBlog,4808,0,2
426,etsy/AndroidStaggeredGrid,https://github.com/etsy/AndroidStaggeredGrid,4790,7,7
427,rubensousa/GravitySnapHelper,https://github.com/rubensousa/GravitySnapHelper,4784,14,5
428,mybatis/generator,https://github.com/mybatis/generator,4771,9,8
429,junit-team/junit5,https://github.com/junit-team/junit5,4759,51,6
430,socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java,4755,3,8
431,danikula/AndroidVideoCache,https://github.com/danikula/AndroidVideoCache,4747,20,6
432,saiwu-bigkoo/Android-ConvenientBanner,https://github.com/saiwu-bigkoo/Android-ConvenientBanner,4738,0,6
433,google/cameraview,https://github.com/google/cameraview,4731,0,5
434,pardom-zz/ActiveAndroid,https://github.com/pardom-zz/ActiveAndroid,4725,0,8
435,gabrielemariotti/cardslib,https://github.com/gabrielemariotti/cardslib,4725,27,7
436,mcxiaoke/packer-ng-plugin,https://github.com/mcxiaoke/packer-ng-plugin,4724,1,5
437,hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm,4723,16,10
438,gyoogle/tech-interview-for-developer,https://github.com/gyoogle/tech-interview-for-developer,4697,0,2
439,DingMouRen/LayoutManagerGroup,https://github.com/DingMouRen/LayoutManagerGroup,4696,0,3
440,facebook/shimmer-android,https://github.com/facebook/shimmer-android,4692,5,6
441,JodaOrg/joda-time,https://github.com/JodaOrg/joda-time,4684,32,10
442,square/sqlbrite,https://github.com/square/sqlbrite,4652,9,6
443,hongyangAndroid/baseAdapter,https://github.com/hongyangAndroid/baseAdapter,4632,0,6
444,AriaLyy/Aria,https://github.com/AriaLyy/Aria,4621,26,5
445,google/google-authenticator,https://github.com/google/google-authenticator,4614,0,6
446,wdullaer/MaterialDateTimePicker,https://github.com/wdullaer/MaterialDateTimePicker,4611,54,6
447,quartz-scheduler/quartz,https://github.com/quartz-scheduler/quartz,4595,2,5
448,go-lang-plugin-org/go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,4589,21,11
449,danielzeller/Depth-LIB-Android-,https://github.com/danielzeller/Depth-LIB-Android-,4584,0,5
450,tomakehurst/wiremock,https://github.com/tomakehurst/wiremock,4579,4,9
451,chentao0707/SimplifyReader,https://github.com/chentao0707/SimplifyReader,4576,0,6
452,questdb/questdb,https://github.com/questdb/questdb,4561,36,7
453,SplashCodes/JAViewer,https://github.com/SplashCodes/JAViewer,4560,10,5
454,jOOQ/jOOQ,https://github.com/jOOQ/jOOQ,4539,0,10
455,youlookwhat/CloudReader,https://github.com/youlookwhat/CloudReader,4537,23,4
456,huangyanbin/smartTable,https://github.com/huangyanbin/smartTable,4535,44,3
457,alibaba/jvm-sandbox,https://github.com/alibaba/jvm-sandbox,4526,12,4
458,PaperMC/Paper,https://github.com/PaperMC/Paper,4519,1,5
459,Flipboard/bottomsheet,https://github.com/Flipboard/bottomsheet,4514,10,6
460,Nepxion/Discovery,https://github.com/Nepxion/Discovery,4506,108,3
461,hazelcast/hazelcast,https://github.com/hazelcast/hazelcast,4506,52,9
462,jdamcd/android-crop,https://github.com/jdamcd/android-crop,4506,6,7
463,kyleduo/SwitchButton,https://github.com/kyleduo/SwitchButton,4503,0,6
464,raphw/byte-buddy,https://github.com/raphw/byte-buddy,4498,230,7
465,razerdp/BasePopup,https://github.com/razerdp/BasePopup,4498,15,5
466,zhanghai/Douya,https://github.com/zhanghai/Douya,4495,11,5
467,OpenTSDB/opentsdb,https://github.com/OpenTSDB/opentsdb,4494,26,11
468,romandanylyk/PageIndicatorView,https://github.com/romandanylyk/PageIndicatorView,4487,14,5
469,vavr-io/vavr,https://github.com/vavr-io/vavr,4482,17,7
470,confluentinc/ksql,https://github.com/confluentinc/ksql,4471,8,4
471,nisrulz/android-tips-tricks,https://github.com/nisrulz/android-tips-tricks,4465,0,5
472,frohoff/ysoserial,https://github.com/frohoff/ysoserial,4462,0,6
473,spring-projects/spring-security-oauth,https://github.com/spring-projects/spring-security-oauth,4454,0,10
474,pili-engineering/PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,4445,38,6
475,square/android-times-square,https://github.com/square/android-times-square,4443,0,8
476,spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,4440,2,7
477,theonedev/onedev,https://github.com/theonedev/onedev,4439,62,2
478,plantuml/plantuml,https://github.com/plantuml/plantuml,4438,0,10
479,gephi/gephi,https://github.com/gephi/gephi,4438,12,9
480,techGay/v9porn,https://github.com/techGay/v9porn,4430,9,3
481,HotBitmapGG/bilibili-android-client,https://github.com/HotBitmapGG/bilibili-android-client,4415,1,5
482,alibaba/dexposed,https://github.com/alibaba/dexposed,4397,0,6
483,hustcc/JS-Sorting-Algorithm,https://github.com/hustcc/JS-Sorting-Algorithm,4392,0,4
484,castorflex/SmoothProgressBar,https://github.com/castorflex/SmoothProgressBar,4390,9,7
485,auth0/java-jwt,https://github.com/auth0/java-jwt,4381,29,7
486,jankotek/mapdb,https://github.com/jankotek/mapdb,4371,0,9
487,flowable/flowable-engine,https://github.com/flowable/flowable-engine,4368,18,4
488,lingochamp/okdownload,https://github.com/lingochamp/okdownload,4366,8,3
489,mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,4361,0,8
490,sofastack/sofa-boot,https://github.com/sofastack/sofa-boot,4351,45,3
491,orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,4345,168,8
492,puniverse/quasar,https://github.com/puniverse/quasar,4308,18,8
493,981011512/--,https://github.com/981011512/--,4305,0,1
494,alibaba/transmittable-thread-local,https://github.com/alibaba/transmittable-thread-local,4305,43,7
495,baidu/uid-generator,https://github.com/baidu/uid-generator,4294,0,4
496,ElderDrivers/EdXposed,https://github.com/ElderDrivers/EdXposed,4291,27,2
497,firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,4287,63,6
498,Ashok-Varma/BottomNavigation,https://github.com/Ashok-Varma/BottomNavigation,4279,16,5
499,aporter/coursera-android,https://github.com/aporter/coursera-android,4276,0,7
500,zhanghai/Douya,https://github.com/zhanghai/Douya,4495,11,5
501,OpenTSDB/opentsdb,https://github.com/OpenTSDB/opentsdb,4494,26,11
502,romandanylyk/PageIndicatorView,https://github.com/romandanylyk/PageIndicatorView,4487,14,5
503,vavr-io/vavr,https://github.com/vavr-io/vavr,4482,17,7
504,confluentinc/ksql,https://github.com/confluentinc/ksql,4471,8,4
505,jgilfelt/chuck,https://github.com/jgilfelt/chuck,4466,5,4
506,nisrulz/android-tips-tricks,https://github.com/nisrulz/android-tips-tricks,4465,0,5
507,frohoff/ysoserial,https://github.com/frohoff/ysoserial,4462,0,6
508,spring-projects/spring-security-oauth,https://github.com/spring-projects/spring-security-oauth,4454,0,10
509,pili-engineering/PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,4445,38,6
510,square/android-times-square,https://github.com/square/android-times-square,4443,0,8
511,spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,4440,2,7
512,theonedev/onedev,https://github.com/theonedev/onedev,4439,62,2
513,plantuml/plantuml,https://github.com/plantuml/plantuml,4438,0,10
514,gephi/gephi,https://github.com/gephi/gephi,4438,12,9
515,techGay/v9porn,https://github.com/techGay/v9porn,4430,9,3
516,HotBitmapGG/bilibili-android-client,https://github.com/HotBitmapGG/bilibili-android-client,4415,1,5
517,alibaba/dexposed,https://github.com/alibaba/dexposed,4397,0,6
518,hustcc/JS-Sorting-Algorithm,https://github.com/hustcc/JS-Sorting-Algorithm,4392,0,4
519,castorflex/SmoothProgressBar,https://github.com/castorflex/SmoothProgressBar,4390,9,7
520,auth0/java-jwt,https://github.com/auth0/java-jwt,4381,29,7
521,jankotek/mapdb,https://github.com/jankotek/mapdb,4371,0,9
522,flowable/flowable-engine,https://github.com/flowable/flowable-engine,4368,18,4
523,lingochamp/okdownload,https://github.com/lingochamp/okdownload,4366,8,3
524,mcxiaoke/android-volley,https://github.com/mcxiaoke/android-volley,4361,0,8
525,sofastack/sofa-boot,https://github.com/sofastack/sofa-boot,4351,45,3
526,orientechnologies/orientdb,https://github.com/orientechnologies/orientdb,4345,168,8
527,MindorksOpenSource/android-mvp-architecture,https://github.com/MindorksOpenSource/android-mvp-architecture,4342,0,4
528,puniverse/quasar,https://github.com/puniverse/quasar,4308,18,8
529,981011512/--,https://github.com/981011512/--,4305,0,1
530,alibaba/transmittable-thread-local,https://github.com/alibaba/transmittable-thread-local,4305,43,7
531,baidu/uid-generator,https://github.com/baidu/uid-generator,4294,0,4
532,ElderDrivers/EdXposed,https://github.com/ElderDrivers/EdXposed,4291,27,2
533,firebase/FirebaseUI-Android,https://github.com/firebase/FirebaseUI-Android,4287,63,6
534,Ashok-Varma/BottomNavigation,https://github.com/Ashok-Varma/BottomNavigation,4279,16,5
535,aporter/coursera-android,https://github.com/aporter/coursera-android,4276,0,7
536,apache/groovy,https://github.com/apache/groovy,4266,0,6
537,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair,4257,29,4
538,Jasonchenlijian/FastBle,https://github.com/Jasonchenlijian/FastBle,4257,8,5
539,mapstruct/mapstruct,https://github.com/mapstruct/mapstruct,4251,20,9
540,bingoogolapple/BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,4242,4,6
541,alipay/SoloPi,https://github.com/alipay/SoloPi,4235,6,2
542,Tencent/GT,https://github.com/Tencent/GT,4225,3,5
543,jeasonlzy/ImagePicker,https://github.com/jeasonlzy/ImagePicker,4214,5,5
544,deathmarine/Luyten,https://github.com/deathmarine/Luyten,4189,17,8
545,apache/hbase,https://github.com/apache/hbase,4186,11,7
546,roncoo/roncoo-pay,https://github.com/roncoo/roncoo-pay,4176,0,5
547,spring-projects/spring-data-examples,https://github.com/spring-projects/spring-data-examples,4167,0,7
548,yasserg/crawler4j,https://github.com/yasserg/crawler4j,4160,3,9
549,awsdocs/aws-doc-sdk-examples,https://github.com/awsdocs/aws-doc-sdk-examples,4158,0,5
550,JanusGraph/janusgraph,https://github.com/JanusGraph/janusgraph,4158,19,4
551,reactive-streams/reactive-streams-jvm,https://github.com/reactive-streams/reactive-streams-jvm,4151,0,7
552,grantland/android-autofittextview,https://github.com/grantland/android-autofittextview,4150,1,10
553,cglib/cglib,https://github.com/cglib/cglib,4145,15,7
554,robinhood/ticker,https://github.com/robinhood/ticker,4143,9,5
555,2227324689/gpmall,https://github.com/2227324689/gpmall,4138,0,2
556,awangdev/LintCode,https://github.com/awangdev/LintCode,4135,0,6
557,lettuce-io/lettuce-core,https://github.com/lettuce-io/lettuce-core,4131,93,7
558,pedrovgs/AndroidWiFiADB,https://github.com/pedrovgs/AndroidWiFiADB,4130,8,5
559,microg/GmsCore,https://github.com/microg/GmsCore,4129,24,7
560,hugeterry/CoordinatorTabLayout,https://github.com/hugeterry/CoordinatorTabLayout,4114,0,4
561,Jacksgong/JKeyboardPanelSwitch,https://github.com/Jacksgong/JKeyboardPanelSwitch,4107,14,6
562,google/google-java-format,https://github.com/google/google-java-format,4106,13,6
563,hansonwang99/Spring-Boot-In-Action,https://github.com/hansonwang99/Spring-Boot-In-Action,4080,0,2
564,javagrowing/JGrowing,https://github.com/javagrowing/JGrowing,4078,0,2
565,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android,4074,950,8
566,ChadCSong/ShineButton,https://github.com/ChadCSong/ShineButton,4067,2,5
567,baoyachi/StepView,https://github.com/baoyachi/StepView,4063,13,5
568,Meituan-Dianping/Robust,https://github.com/Meituan-Dianping/Robust,4063,13,4
569,CellularPrivacy/Android-IMSI-Catcher-Detector,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector,4057,48,7
570,bitcoinj/bitcoinj,https://github.com/bitcoinj/bitcoinj,4051,1,7
571,airbnb/DeepLinkDispatch,https://github.com/airbnb/DeepLinkDispatch,4048,17,6
572,Yalantis/Phoenix,https://github.com/Yalantis/Phoenix,4048,1,6
573,Netflix/ribbon,https://github.com/Netflix/ribbon,4047,41,8
574,youtube/api-samples,https://github.com/youtube/api-samples,4044,0,7
575,rubensousa/ViewPagerCards,https://github.com/rubensousa/ViewPagerCards,4041,0,5
576,macrozheng/springcloud-learning,https://github.com/macrozheng/springcloud-learning,4039,0,1
577,makovkastar/FloatingActionButton,https://github.com/makovkastar/FloatingActionButton,4033,0,7
578,alibaba/Tangram-Android,https://github.com/alibaba/Tangram-Android,4033,38,4
579,bingoogolapple/BGABanner-Android,https://github.com/bingoogolapple/BGABanner-Android,4032,0,6
580,codingapi/tx-lcn,https://github.com/codingapi/tx-lcn,4024,14,3
581,natario1/CameraView,https://github.com/natario1/CameraView,4015,41,4
582,dinuscxj/LoadingDrawable,https://github.com/dinuscxj/LoadingDrawable,4000,0,5
583,cjlin1/libsvm,https://github.com/cjlin1/libsvm,3990,0,7
584,Exrick/xpay,https://github.com/Exrick/xpay,3981,0,3
585,trinodb/trino,https://github.com/trinodb/trino,3978,0,2
586,rengwuxian/RxJavaSamples,https://github.com/rengwuxian/RxJavaSamples,3972,3,5
587,zhanglei-workspace/shopping-management-system,https://github.com/zhanglei-workspace/shopping-management-system,3971,0,5
588,BoltsFramework/Bolts-Android,https://github.com/BoltsFramework/Bolts-Android,3966,11,7
589,getActivity/AndroidProject,https://github.com/getActivity/AndroidProject,3964,15,2
590,ongakuer/CircleIndicator,https://github.com/ongakuer/CircleIndicator,3961,7,7
591,qstumn/BadgeView,https://github.com/qstumn/BadgeView,3960,5,4
592,apache/ignite,https://github.com/apache/ignite,3957,0,6
593,alibaba/jstorm,https://github.com/alibaba/jstorm,3954,22,8
594,ThirtyDegreesRay/OpenHub,https://github.com/ThirtyDegreesRay/OpenHub,3954,31,4
595,zuihou/lamp-cloud,https://github.com/zuihou/lamp-cloud,3945,0,3
596,CodingDocs/springboot-guide,https://github.com/CodingDocs/springboot-guide,3934,0,2
597,JoanZapata/android-iconify,https://github.com/JoanZapata/android-iconify,3923,0,8
598,stleary/JSON-java,https://github.com/stleary/JSON-java,3908,13,10
599,lcodecorex/TwinklingRefreshLayout,https://github.com/lcodecorex/TwinklingRefreshLayout,3901,0,5
600,Atmosphere/atmosphere,https://github.com/Atmosphere/atmosphere,3533,0,11
601,kikoso/android-stackblur,https://github.com/kikoso/android-stackblur,3530,0,8
602,pmd/pmd,https://github.com/pmd/pmd,3529,68,9
603,baoyongzhang/SwipeMenuListView,https://github.com/baoyongzhang/SwipeMenuListView,3528,2,7
604,cabaletta/baritone,https://github.com/cabaletta/baritone,3520,56,3
605,Netflix/conductor,https://github.com/Netflix/conductor,3516,259,4
606,arimorty/floatingsearchview,https://github.com/arimorty/floatingsearchview,3513,0,5
607,lygttpod/SuperTextView,https://github.com/lygttpod/SuperTextView,3508,39,4
608,linkedin/datahub,https://github.com/linkedin/datahub,3498,27,5
609,codeestX/GeekNews,https://github.com/codeestX/GeekNews,3493,0,5
610,google/open-location-code,https://github.com/google/open-location-code,3488,5,6
611,openhab/openhab1-addons,https://github.com/openhab/openhab1-addons,3479,14,7
612,JakeWharton/ThreeTenABP,https://github.com/JakeWharton/ThreeTenABP,3473,0,6
613,CameraKit/blurkit-android,https://github.com/CameraKit/blurkit-android,3462,3,4
614,querydsl/querydsl,https://github.com/querydsl/querydsl,3460,34,10
615,davideas/FlexibleAdapter,https://github.com/davideas/FlexibleAdapter,3454,30,6
616,andremion/Music-Player,https://github.com/andremion/Music-Player,3454,2,5
617,dropbox/hackpad,https://github.com/dropbox/hackpad,3448,0,6
618,TeamAmaze/AmazeFileManager,https://github.com/TeamAmaze/AmazeFileManager,3448,52,7
619,stfalcon-studio/ChatKit,https://github.com/stfalcon-studio/ChatKit,3448,1,4
620,bilibili/MagicaSakura,https://github.com/bilibili/MagicaSakura,3445,3,5
621,jitsi/jitsi,https://github.com/jitsi/jitsi,3443,7,8
622,failsafe-lib/failsafe,https://github.com/failsafe-lib/failsafe,3441,0,6
623,avast/android-butterknife-zelezny,https://github.com/avast/android-butterknife-zelezny,3434,8,7
624,mybatis/spring-boot-starter,https://github.com/mybatis/spring-boot-starter,3432,21,5
625,M66B/NetGuard,https://github.com/M66B/NetGuard,3416,130,5
626,Ereza/CustomActivityOnCrash,https://github.com/Ereza/CustomActivityOnCrash,3416,11,7
627,sofastack/sofa-rpc,https://github.com/sofastack/sofa-rpc,3409,39,3
628,yigit/android-priority-jobqueue,https://github.com/yigit/android-priority-jobqueue,3408,0,7
629,code4craft/tiny-spring,https://github.com/code4craft/tiny-spring,3404,0,7
630,mpusher/mpush,https://github.com/mpusher/mpush,3401,9,5
631,google/rejoiner,https://github.com/google/rejoiner,3399,3,3
632,xuexiangjys/XUI,https://github.com/xuexiangjys/XUI,3396,20,2
633,crossoverJie/SSM,https://github.com/crossoverJie/SSM,3379,10,5
634,ivacf/archi,https://github.com/ivacf/archi,3373,0,5
635,linyiqun/DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,3372,0,6
636,oracle/opengrok,https://github.com/oracle/opengrok,3366,184,8
637,Exrick/xboot,https://github.com/Exrick/xboot,3365,6,3
638,rovo89/XposedInstaller,https://github.com/rovo89/XposedInstaller,3354,0,9
639,LWJGL/lwjgl3,https://github.com/LWJGL/lwjgl3,3348,14,8
640,mock-server/mockserver,https://github.com/mock-server/mockserver,3346,0,8
641,apache/dubbo-admin,https://github.com/apache/dubbo-admin,3346,3,3
642,runelite/runelite,https://github.com/runelite/runelite,3345,0,5
643,WVector/AppUpdate,https://github.com/WVector/AppUpdate,3341,3,4
644,mcxtzhang/SwipeDelMenuLayout,https://github.com/mcxtzhang/SwipeDelMenuLayout,3337,2,5
645,alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,3327,4,6
646,ethanhua/Skeleton,https://github.com/ethanhua/Skeleton,3313,0,4
647,graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,3309,33,9
648,abel533/MyBatis-Spring-Boot,https://github.com/abel533/MyBatis-Spring-Boot,3307,0,5
649,j-easy/easy-rules,https://github.com/j-easy/easy-rules,3301,10,8
650,shekhargulati/99-problems,https://github.com/shekhargulati/99-problems,3300,0,5
651,googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,3296,22,8
652,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,3294,19,9
653,knowm/XChange,https://github.com/knowm/XChange,3290,0,9
654,lisawray/groupie,https://github.com/lisawray/groupie,3283,26,5
655,promeG/TinyPinyin,https://github.com/promeG/TinyPinyin,3279,2,5
656,jboss-javassist/javassist,https://github.com/jboss-javassist/javassist,3272,18,8
657,line/armeria,https://github.com/line/armeria,3270,190,5
658,code4craft/netty-learning,https://github.com/code4craft/netty-learning,3266,0,7
659,iammert/ScalingLayout,https://github.com/iammert/ScalingLayout,3264,4,3
660,sherxon/AlgoDS,https://github.com/sherxon/AlgoDS,3263,0,4
661,luojilab/DDComponentForAndroid,https://github.com/luojilab/DDComponentForAndroid,3257,4,3
662,rubensousa/PreviewSeekBar,https://github.com/rubensousa/PreviewSeekBar,3256,7,4
663,linkedin/databus,https://github.com/linkedin/databus,3256,0,8
664,saysky/ForestBlog,https://github.com/saysky/ForestBlog,3254,0,3
665,tangqi92/Android-Tips,https://github.com/tangqi92/Android-Tips,3244,0,5
666,bluelinelabs/LoganSquare,https://github.com/bluelinelabs/LoganSquare,3243,0,6
667,liuyubobobo/Play-with-Algorithms,https://github.com/liuyubobobo/Play-with-Algorithms,3242,0,5
668,google/data-transfer-project,https://github.com/google/data-transfer-project,3235,38,3
669,kevinsawicki/http-request,https://github.com/kevinsawicki/http-request,3230,0,9
670,Fuzion24/JustTrustMe,https://github.com/Fuzion24/JustTrustMe,3229,1,7
671,tiann/epic,https://github.com/tiann/epic,3229,5,4
672,ragunathjawahar/android-saripaar,https://github.com/ragunathjawahar/android-saripaar,3221,3,8
673,ittianyu/BottomNavigationViewEx,https://github.com/ittianyu/BottomNavigationViewEx,3221,19,4
674,bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview,3220,0,9
675,hmkcode/Android,https://github.com/hmkcode/Android,3219,0,8
676,java-aodeng/hope-boot,https://github.com/java-aodeng/hope-boot,3216,2,2
677,bilibili/boxing,https://github.com/bilibili/boxing,3210,1,4
678,UnevenSoftware/LeafPic,https://github.com/UnevenSoftware/LeafPic,3195,7,5
679,eclipse/jetty.project,https://github.com/eclipse/jetty.project,3191,31,10
680,JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,3189,25,10
681,yangfuhai/afinal,https://github.com/yangfuhai/afinal,3188,0,8
682,traccar/traccar,https://github.com/traccar/traccar,3181,34,9
683,daimajia/AndroidViewHover,https://github.com/daimajia/AndroidViewHover,3180,4,7
684,Javen205/IJPay,https://github.com/Javen205/IJPay,3180,23,4
685,mik3y/usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,3178,19,8
686,uber/AutoDispose,https://github.com/uber/AutoDispose,3173,1,4
687,pengjianbo/GalleryFinal,https://github.com/pengjianbo/GalleryFinal,3172,4,5
688,crate/crate,https://github.com/crate/crate,3171,31,8
689,spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,3161,0,4
690,MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,3157,62,10
691,apache/kylin,https://github.com/apache/kylin,3151,0,6
692,vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,3148,0,6
